Feature;Max;Min
Kurtosis;3.82314760852888;-1.2113506859326022
Skewness;0.4830570718220935;-1.150111868765876
Dissimilarity;11.289383561643836;4.8371335504885975
Correlation;0.9298675975670336;0.7158349883381223
Homogeneity;0.5851127206715632;0.29255115499241274
Energy;0.4799894272170946;0.16457638697781626
Contrast;768.6649322409041;152.4363368590173
ASM;0.23038985024019454;0.027085387150671932
