Feature;Max;Min
Kurtosis;2.568048754994421;-0.8515493984037192
Skewness;0.2739926363981324;-1.150111868765876
Dissimilarity;10.247955185269726;5.075986351870736
Correlation;0.9055267825311366;0.748109319298037
Homogeneity;0.4563721936577436;0.2989347882478585
Energy;0.2491495030657757;0.1654715253359175
Contrast;608.6325813692481;161.9056600218563
ASM;0.062075474877922976;0.027380825696995188
